,faction,class,name,unit_size,offence,defence,caste,category,special_category,multiplayer_cost,entity_size,key,fly_speed
605,wh2_main_skv_skaven,Hero,Plague Priest,1.0,AP,,Hero,Wizard,,500.0,small,wh2_main_skv_cha_plague_priest_0,0.0
606,wh2_main_skv_skaven,Hero,Packmaster,1.0,AL,,Hero,Support Specialist,,500.0,small,wh2_dlc16_skv_cha_packmaster_0,0.0
607,wh2_main_skv_skaven,Hero,Warlock Engineer,1.0,AP,,Hero,Wizard,,400.0,small,wh2_main_skv_cha_warlock_engineer,0.0
608,wh2_main_skv_skaven,Hero,Chieftain,1.0,AP & AL,Armoured,Hero,Melee Specialist,,550.0,small,wh2_dlc16_skv_cha_chieftain_0,0.0
609,wh2_main_skv_skaven,Hero,Assassin,1.0,,,Hero,Melee Specialist,,500.0,small,wh2_main_skv_cha_assassin,0.0
610,wh2_main_skv_skaven,Hero,Chieftain on Bonebreaker,1.0,AP,,Hero,Melee Specialist,,1000.0,large,wh2_dlc16_skv_cha_chieftain_1,0.0
611,wh2_main_skv_skaven,Hero,Plague Priest on Plague Furnace,1.0,AP,Armoured,Hero,Wizard,,1400.0,very_large,wh2_main_skv_cha_plague_priest_2,0.0
612,wh2_main_skv_skaven,Hero,Ghoritch,1.0,AP,,Hero,Melee Specialist,,1600.0,large,wh2_dlc16_skv_cha_ghoritch_0,0.0
613,wh2_main_skv_skaven,Melee Infantry,Iksha's Triads (Eshin Triads),72.0,AP & AL,,Melee Infantry,Guandao Infantry,renown,900.0,small,wh2_dlc14_skv_inf_eshin_triads_ror_0,0.0
614,wh2_main_skv_skaven,Melee Infantry,Skavenslaves,180.0,,,Melee Infantry,Sword Infantry,,150.0,small,wh2_main_skv_inf_skavenslaves_0,0.0
615,wh2_main_skv_skaven,Melee Infantry,Council Guard (Stormvermin - Halberds),160.0,AP & AL,Armoured,Melee Infantry,Halberd Infantry,renown,1350.0,small,wh2_dlc12_skv_inf_stormvermin_ror_0,0.0
616,wh2_main_skv_skaven,Melee Infantry,Clanrat Spears,160.0,AL,,Melee Infantry,Spear Infantry,,325.0,small,wh2_main_skv_inf_clanrat_spearmen_0,0.0
617,wh2_main_skv_skaven,Melee Infantry,Skavenslave Spears,180.0,AL,,Melee Infantry,Spear Infantry,,175.0,small,wh2_main_skv_inf_skavenslave_spearmen_0,0.0
618,wh2_main_skv_skaven,Melee Infantry,Stormvermin (Sword & Shield),160.0,,Armoured & Shielded,Melee Infantry,Sword Infantry,,950.0,small,wh2_main_skv_inf_stormvermin_1,0.0
619,wh2_main_skv_skaven,Melee Infantry,Death Runners,72.0,AP,,Melee Infantry,Dual Sword Infantry,,850.0,small,wh2_main_skv_inf_death_runners_0,0.0
620,wh2_main_skv_skaven,Melee Infantry,Stormvermin (Halberds),160.0,AP & AL,Armoured,Melee Infantry,Halberd Infantry,,1000.0,small,wh2_main_skv_inf_stormvermin_0,0.0
621,wh2_main_skv_skaven,Melee Infantry,Clan Vulkn Tailslashers (Clanrats - Shields),160.0,,Shielded,Melee Infantry,Sword Infantry,renown,500.0,small,wh2_dlc12_skv_inf_clanrats_ror_0,0.0
622,wh2_main_skv_skaven,Melee Infantry,Plague Monk Censer Bearers,120.0,AP,,Melee Infantry,Flail Infantry,,1000.0,small,wh2_main_skv_inf_plague_monk_censer_bearer,0.0
623,wh2_main_skv_skaven,Melee Infantry,Eshin Triads,72.0,AP & AL,,Melee Infantry,Guandao Infantry,,700.0,small,wh2_dlc14_skv_inf_eshin_triads_0,0.0
624,wh2_main_skv_skaven,Melee Infantry,Warp-Grinders,24.0,AP,,Melee Infantry,Weapon Team,,600.0,small,wh2_dlc14_skv_inf_warp_grinder_0,0.0
625,wh2_main_skv_skaven,Melee Infantry,Blightscab's Plaguepack (Plague Monk Censer Bearers),120.0,AP,,Melee Infantry,Flail Infantry,renown,1250.0,small,wh2_dlc12_skv_inf_plague_monk_censer_bearer_ror_0,0.0
626,wh2_main_skv_skaven,Melee Infantry,Clanrats,160.0,,,Melee Infantry,Sword Infantry,,300.0,small,wh2_main_skv_inf_clanrats_0,0.0
627,wh2_main_skv_skaven,Melee Infantry,Clanrat Spears (Shields),160.0,AL,Shielded,Melee Infantry,Spear Infantry,,375.0,small,wh2_main_skv_inf_clanrat_spearmen_1,0.0
628,wh2_main_skv_skaven,Melee Infantry,Clanrats (Shields),160.0,,Shielded,Melee Infantry,Sword Infantry,,350.0,small,wh2_main_skv_inf_clanrats_1,0.0
629,wh2_main_skv_skaven,Melee Infantry,Visktrin's Death Squad (Death Runners),72.0,AP,,Melee Infantry,Dual Sword Infantry,renown,1150.0,small,wh2_dlc14_skv_inf_death_runners_ror_0,0.0
630,wh2_main_skv_skaven,Melee Infantry,Plague Monks,120.0,AI,,Melee Infantry,Dual Sword Infantry,,650.0,small,wh2_main_skv_inf_plague_monks,0.0
631,wh2_main_skv_skaven,Missile Infantry,Night Runners,120.0,,,Missile Infantry,Missile Infantry,,450.0,small,wh2_main_skv_inf_night_runners_0,0.0
632,wh2_main_skv_skaven,Missile Infantry,Gutter Runner Slingers,120.0,,,Missile Infantry,Missile Infantry,,750.0,small,wh2_main_skv_inf_gutter_runner_slingers_0,0.0
633,wh2_main_skv_skaven,Missile Infantry,Poisoned Wind Globadiers,48.0,AP,Armoured,Missile Infantry,Missile Infantry,,650.0,small,wh2_main_skv_inf_poison_wind_globadiers,0.0
634,wh2_main_skv_skaven,Missile Infantry,Eye-Takers (Warplock Jezzails),32.0,AP,Shielded,Missile Infantry,Weapon Team,tech_lab,1400.0,small,wh2_dlc12_skv_art_warplock_jezzails_ror_tech_lab_0,0.0
635,wh2_main_skv_skaven,Missile Infantry,Skavenslave Slingers,140.0,,,Missile Infantry,Missile Infantry,,200.0,small,wh2_main_skv_inf_skavenslave_slingers_0,0.0
636,wh2_main_skv_skaven,Missile Infantry,Ratling Guns,32.0,AP,,Missile Infantry,Weapon Team,,850.0,small,wh2_dlc12_skv_inf_ratling_gun_0,0.0
637,wh2_main_skv_skaven,Artillery,The Avalanche Mortars (Death Globe Mortars),12.0,AP,,Missile Infantry,Weapon Team,renown,1500.0,small,wh2_dlc14_skv_inf_poison_wind_mortar_ror_0,0.0
638,wh2_main_skv_skaven,Missile Infantry,Gutter Runners (Poison),120.0,,,Missile Infantry,Missile Infantry,,825.0,small,wh2_main_skv_inf_gutter_runners_1,0.0
639,wh2_main_skv_skaven,Missile Infantry,Teeth-Breakers (Ratling Guns),32.0,AP,,Missile Infantry,Weapon Team,renown,1050.0,small,wh2_dlc12_skv_inf_ratling_gun_ror_0,0.0
640,wh2_main_skv_skaven,Missile Infantry,Natty Buboe's Sharpshooters (Warplock Jezzails),32.0,AP,Shielded,Missile Infantry,Weapon Team,renown,1300.0,small,wh2_dlc12_skv_inf_warplock_jezzails_ror_0,0.0
641,wh2_main_skv_skaven,Missile Infantry,Death Dealers (Ratling Guns),32.0,AP,,Missile Infantry,Weapon Team,tech_lab,1250.0,small,wh2_dlc12_skv_inf_ratling_gun_ror_tech_lab_0,0.0
642,wh2_main_skv_skaven,Artillery,Poisoned Wind Mortars,12.0,AP,,Missile Infantry,Weapon Team,,1100.0,small,wh2_dlc14_skv_inf_poison_wind_mortar_0,0.0
643,wh2_main_skv_skaven,Missile Infantry,The Doombringers (Warpfire Throwers),48.0,MA,,Missile Infantry,Weapon Team,tech_lab,700.0,small,wh2_dlc12_skv_inf_warpfire_thrower_ror_tech_lab_0,0.0
644,wh2_main_skv_skaven,Missile Infantry,Night Runners (Slings),120.0,,,Missile Infantry,Missile Infantry,,450.0,small,wh2_main_skv_inf_night_runners_1,0.0
645,wh2_main_skv_skaven,Missile Infantry,Warplock Jezzails,32.0,AP,Shielded,Missile Infantry,Weapon Team,,1000.0,small,wh2_dlc12_skv_inf_warplock_jezzails_0,0.0
646,wh2_main_skv_skaven,Missile Infantry,Gutter Runner Slingers (Poison),120.0,,,Missile Infantry,Missile Infantry,,825.0,small,wh2_main_skv_inf_gutter_runner_slingers_1,0.0
647,wh2_main_skv_skaven,Missile Infantry,Warpfire Throwers,32.0,MA,,Missile Infantry,Weapon Team,,550.0,small,wh2_main_skv_inf_warpfire_thrower,0.0
648,wh2_main_skv_skaven,Missile Infantry,Death Globe Bombardiers,48.0,AP,Armoured,Missile Infantry,Missile Infantry,,900.0,small,wh2_main_skv_inf_death_globe_bombardiers,0.0
649,wh2_main_skv_skaven,Missile Infantry,Gutter Runners,120.0,,,Missile Infantry,Missile Infantry,,750.0,small,wh2_main_skv_inf_gutter_runners_0,0.0
650,wh2_main_skv_skaven,Chariot,Dwarf-Thing Menace (Doom-Flayers),4.0,AP,Armoured,Chariot,War Machine,renown,1250.0,very_large,wh2_dlc12_skv_veh_doom_flayer_ror_0,0.0
651,wh2_main_skv_skaven,Chariot,Doom-Flayers,4.0,AP,Armoured,Chariot,War Machine,,1050.0,very_large,wh2_dlc12_skv_veh_doom_flayer_0,0.0
652,wh2_main_skv_skaven,Chariot,Blackhole Flayers (Doom-Flayers),4.0,AP,Armoured,Chariot,War Machine,tech_lab,1250.0,very_large,wh2_dlc12_skv_veh_doom_flayer_ror_tech_lab_0,0.0
653,wh2_main_skv_skaven,War Beast,Wolf Rats,80.0,AP,,War Beast,War Beasts,,550.0,small,wh2_dlc16_skv_mon_wolf_rats_0,0.0
654,wh2_main_skv_skaven,War Beast,Wolf Rats (Poison),80.0,,,War Beast,War Beasts,,550.0,small,wh2_dlc16_skv_mon_wolf_rats_1,0.0
655,wh2_main_skv_skaven,Monstrous Infantry,Rat Ogres,16.0,AP,,Monstrous Infantry,Monstrous Infantry,,700.0,large,wh2_main_skv_mon_rat_ogres,0.0
656,wh2_main_skv_skaven,Monstrous Infantry,Pit Fighters of Hell’s Deep (Rat Ogres),16.0,AP,,Monstrous Infantry,Monstrous Infantry,renown,1050.0,large,wh2_dlc16_skv_mon_rat_ogres_ror_0,0.0
657,wh2_main_skv_skaven,Monster,Hell Pit Abomination,1.0,AP & AL,,Monster,Monster,,1800.0,very_large,wh2_main_skv_mon_hell_pit_abomination,0.0
658,wh2_main_skv_skaven,Monster,Morskittar's Hellion (Mutant Rat Ogre),1.0,AP,,Monster,Monster,renown,1650.0,large,wh2_dlc16_skv_mon_rat_ogre_mutant_ror_0,0.0
659,wh2_main_skv_skaven,Monster,Brood Horror,1.0,AP,,Monster,Monster,,1200.0,very_large,wh2_dlc16_skv_mon_brood_horror_0,0.0
660,wh2_main_skv_skaven,Monster,Mutant Rat Ogre,1.0,AP,,Monster,Monster,,1200.0,large,wh2_dlc16_skv_mon_rat_ogre_mutant,0.0
661,wh2_main_skv_skaven,Monster,The Thing-Thing (Hell Pit Abomination),1.0,AP & AL,,Monster,Monster,renown,2200.0,very_large,wh2_dlc16_skv_mon_hell_pit_abomination_ror_0,0.0
662,wh2_main_skv_skaven,Artillery,Ikit's Zzzzap-Zzzzap! (Warp Lightning Cannons),4.0,AP,,War Machine,Siege Artillery,renown,1200.0,very_large,wh2_dlc12_skv_art_warp_lightning_cannon_ror_0,0.0
663,wh2_main_skv_skaven,Artillery,Plagueclaw Catapults,4.0,AP,,War Machine,Catapult,,900.0,very_large,wh2_main_skv_art_plagueclaw_catapult,0.0
664,wh2_main_skv_skaven,Artillery,Warp Lightning Cannons,4.0,AP,,War Machine,Siege Artillery,,950.0,very_large,wh2_main_skv_art_warp_lightning_cannon,0.0
665,wh2_main_skv_skaven,War Machine,Wheelz of Dooom (Doomwheel),1.0,AP,Armoured,War Machine,War Machine,renown,1700.0,very_large,wh2_dlc12_skv_veh_doomwheel_ror_0,0.0
666,wh2_main_skv_skaven,War Machine,Doomwheel,1.0,AP,Armoured,War Machine,War Machine,,1450.0,very_large,wh2_main_skv_veh_doomwheel,0.0
667,wh2_main_skv_skaven,War Machine,Warpfire's Wheel (Doomwheel),1.0,AP,Armoured,War Machine,War Machine,tech_lab,1700.0,very_large,wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0,0.0
668,wh3_main_ogr_ogre_kingdoms,Lord,Slaughtermaster (Beasts),1.0,AP,Shielded,Lord,Wizard,,800.0,large,wh3_main_ogr_cha_slaughtermaster_beasts_0,0.0
669,wh3_main_ogr_ogre_kingdoms,Lord,Skrag the Slaughterer,1.0,AP,,Lord,Wizard,,900.0,very_large,wh3_main_ogr_cha_skrag_the_slaughterer_0,0.0
670,wh3_main_ogr_ogre_kingdoms,Lord,Slaughtermaster (Great Maw),1.0,AP,Shielded,Lord,Wizard,,800.0,large,wh3_main_ogr_cha_slaughtermaster_great_maw_0,0.0
671,wh3_main_ogr_ogre_kingdoms,Lord,Greasus Goldtooth,1.0,AP & AL,,Lord,Great Axe Infantry,,1500.0,very_large,wh3_main_ogr_cha_greasus_goldtooth_0,0.0
672,wh3_main_ogr_ogre_kingdoms,Lord,Tyrant,1.0,AP,Armoured,Lord,Sword Infantry,,1350.0,large,wh3_main_ogr_cha_tyrant_0,0.0
673,wh3_main_ogr_ogre_kingdoms,Hero,Hunter,1.0,AP & AL,,Hero,Missile Specialist,,800.0,large,wh3_main_ogr_cha_hunter_0,0.0
674,wh3_main_ogr_ogre_kingdoms,Hero,Butcher (Beasts),1.0,AP,,Hero,Wizard,,550.0,large,wh3_main_ogr_cha_butcher_beasts_0,0.0
675,wh3_main_ogr_ogre_kingdoms,Hero,Firebelly,1.0,AP,,Hero,Wizard,,750.0,large,wh3_main_ogr_cha_firebelly_0,0.0
676,wh3_main_ogr_ogre_kingdoms,Hero,Hunter on Stonehorn,1.0,AP,Armoured,Hero,Missile Specialist,,2100.0,very_large,wh3_main_ogr_cha_hunter_1,0.0
677,wh3_main_ogr_ogre_kingdoms,Hero,Butcher (Great Maw),1.0,AP,,Hero,Wizard,,550.0,large,wh3_main_ogr_cha_butcher_great_maw_0,0.0
678,wh3_main_ogr_ogre_kingdoms,Monstrous Infantry,Gorgers,12.0,AP,,Melee Infantry,Monstrous Infantry,,1000.0,large,wh3_main_ogr_mon_gorgers_0,0.0
679,wh3_main_ogr_ogre_kingdoms,Melee Infantry,Gnoblars,160.0,,,Melee Infantry,Spear Infantry,,200.0,small,wh3_main_ogr_inf_gnoblars_0,0.0
680,wh3_main_ogr_ogre_kingdoms,Hybrid Infantry,Boglars of the Mad Marshes (Gnoblars),160.0,,,Missile Infantry,Missile Infantry,renown,600.0,small,wh3_twa10_ogr_inf_gnoblars_ror,0.0
681,wh3_main_ogr_ogre_kingdoms,Missile Infantry,Gnoblar Trappers,160.0,,,Missile Infantry,Missile Infantry,,500.0,small,wh3_main_ogr_inf_gnoblars_1,0.0
682,wh3_main_ogr_ogre_kingdoms,Artillery,Ironblaster,1.0,AP,Armoured,Chariot,Siege Artillery,,1700.0,very_large,wh3_main_ogr_veh_ironblaster_0,0.0
683,wh3_main_ogr_ogre_kingdoms,Artillery,Gnoblar Scraplauncher,1.0,AP,Armoured,Chariot,Catapult,,900.0,very_large,wh3_main_ogr_veh_gnoblar_scraplauncher_0,0.0
684,wh2_main_def_dark_elves,War Beast,Sabretusk Pack,32.0,,,War Beast,War Beasts,rakarth_beasts,500.0,medium,wh3_main_ogr_mon_sabretusk_pack_0,0.0
685,wh3_main_ogr_ogre_kingdoms,War Beast,Sabretusk Pack,32.0,,,War Beast,War Beasts,rakarth_beasts,500.0,medium,wh3_main_ogr_mon_sabretusk_pack_0,0.0
686,wh3_main_ogr_ogre_kingdoms,Monstrous Infantry,Leadbelchers,16.0,AP,,Monstrous Infantry,Monstrous Cannon Infantry,,1000.0,large,wh3_main_ogr_inf_leadbelchers_0,0.0
687,wh3_main_ogr_ogre_kingdoms,Monstrous Infantry,Ogre Bulls (Dual Weapons),24.0,AI,,Monstrous Infantry,Monstrous Infantry,,650.0,large,wh3_main_ogr_inf_ogres_1,0.0
688,wh3_main_ogr_ogre_kingdoms,Monstrous Infantry,Ogre Bulls (Ironfists),24.0,,Shielded,Monstrous Infantry,Monstrous Infantry,,650.0,large,wh3_main_ogr_inf_ogres_2,0.0
689,wh3_main_ogr_ogre_kingdoms,Monstrous Infantry,Maneaters,16.0,AP,,Monstrous Infantry,Monstrous Infantry,,1200.0,large,wh3_main_ogr_inf_maneaters_0,0.0
690,wh3_main_ogr_ogre_kingdoms,Monstrous Infantry,Powder-Guts (Maneaters – Ogre Pistols),16.0,AP,,Monstrous Infantry,Monstrous Missile Infantry,renown,1950.0,large,wh3_twa06_ogr_inf_maneaters_ror_0,0.0
691,wh3_main_ogr_ogre_kingdoms,Monstrous Infantry,Ogre Bulls,24.0,,,Monstrous Infantry,Monstrous Infantry,,550.0,large,wh3_main_ogr_inf_ogres_0,0.0
692,wh3_main_ogr_ogre_kingdoms,Monstrous Infantry,Maneaters (Great Weapons),16.0,AP & AL,,Monstrous Infantry,Monstrous Infantry,,1400.0,large,wh3_main_ogr_inf_maneaters_2,0.0
693,wh3_main_ogr_ogre_kingdoms,Monstrous Infantry,Maneaters (Ogre Pistol),16.0,AP,,Monstrous Infantry,Monstrous Missile Infantry,,1500.0,large,wh3_main_ogr_inf_maneaters_3,0.0
694,wh3_main_ogr_ogre_kingdoms,Monstrous Infantry,Ironguts,16.0,AP,Armoured,Monstrous Infantry,Monstrous Infantry,,1100.0,large,wh3_main_ogr_inf_ironguts_0,0.0
695,wh3_main_ogr_ogre_kingdoms,Monstrous Infantry,Maneaters (Ironfists),16.0,AP,Shielded,Monstrous Infantry,Monstrous Infantry,,1300.0,large,wh3_main_ogr_inf_maneaters_1,0.0
696,wh3_main_ogr_ogre_kingdoms,Monstrous Cavalry,Mournfang Cavalry (Great Weapons),12.0,AP & AL,Armoured,Monstrous Cavalry,Monstrous Cavalry,,1350.0,large,wh3_main_ogr_cav_mournfang_cavalry_2,0.0
697,wh3_main_ogr_ogre_kingdoms,Monstrous Cavalry,Mournfang Cavalry (Ironfists),12.0,AP,Armoured & Shielded,Monstrous Cavalry,Monstrous Cavalry,,1250.0,large,wh3_main_ogr_cav_mournfang_cavalry_1,0.0
698,wh3_main_ogr_ogre_kingdoms,Monstrous Cavalry,Mournfang Cavalry,12.0,AP,Armoured,Monstrous Cavalry,Monstrous Cavalry,,1100.0,large,wh3_main_ogr_cav_mournfang_cavalry_0,0.0
699,wh3_main_ogr_ogre_kingdoms,Monstrous Cavalry,Sky-Striders (Crushers - Great Weapons),12.0,AP & AL,Armoured,Monstrous Cavalry,Monstrous Cavalry,renown,2300.0,large,wh3_twa07_ogr_cav_crushers_ror_0,0.0
700,wh3_main_ogr_ogre_kingdoms,Monstrous Cavalry,Crushers (Great Weapons),12.0,AP & AL,Armoured,Monstrous Cavalry,Monstrous Cavalry,,1900.0,large,wh3_main_ogr_cav_crushers_1,0.0
701,wh3_main_ogr_ogre_kingdoms,Monstrous Cavalry,Crushers (Ironfist),12.0,AP,Armoured & Shielded,Monstrous Cavalry,Monstrous Cavalry,,1800.0,large,wh3_main_ogr_cav_crushers_0,0.0
702,wh3_main_ogr_ogre_kingdoms,Monster,Stonehorn,1.0,AP,Armoured,Monster,Monster,,1800.0,very_large,wh3_main_ogr_mon_stonehorn_0,0.0
703,wh3_main_ogr_ogre_kingdoms,Monster,The Snowhorn of Mourn (Stonehorn),1.0,AP,Armoured,Monster,Monster,renown,2050.0,very_large,wh3_twa08_ogr_mon_stonehorn_0_ror,0.0
704,wh3_main_ogr_ogre_kingdoms,Monster,Stonehorn (Harpoon Launcher),1.0,AP,Armoured,Monster,Missile Monster,,2100.0,very_large,wh3_main_ogr_mon_stonehorn_1,0.0
705,wh3_main_ogr_ogre_kingdoms,Monster,Giant,1.0,AP,,Monster,Monster,,1400.0,very_large,wh3_main_ogr_mon_giant_0,0.0
706,wh_main_chs_chaos,Lord,Chaos Sorcerer Lord of Nurgle (Nurgle) on Chaos Warshrine,1.0,,,Lord,Wizard,,1800.0,very_large,wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_warshrine,0.0
707,wh3_main_nur_nurgle,Lord,Chaos Sorcerer Lord of Nurgle (Nurgle) on Chaos Warshrine,1.0,,,Lord,Wizard,,1800.0,very_large,wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_warshrine,0.0
708,wh3_main_dae_daemon_prince,Lord,Exalted Great Unclean One (Nurgle),1.0,AP,,Lord,Wizard,,2300.0,very_large,wh3_main_nur_cha_exalted_great_unclean_one_nurgle_0,0.0
709,wh3_main_nur_nurgle,Lord,Exalted Great Unclean One (Nurgle),1.0,AP,,Lord,Wizard,,2300.0,very_large,wh3_main_nur_cha_exalted_great_unclean_one_nurgle_0,0.0
710,wh_main_chs_chaos,Lord,Chaos Sorcerer Lord of Nurgle (Death) on Chaos Steed,1.0,,Armoured,Lord,Wizard,,1000.0,medium,wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_chaos_steed,0.0
711,wh3_main_nur_nurgle,Lord,Chaos Sorcerer Lord of Nurgle (Death) on Chaos Steed,1.0,,Armoured,Lord,Wizard,,1000.0,medium,wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_chaos_steed,0.0
712,wh_main_chs_chaos,Lord,Chaos Sorcerer Lord of Nurgle (Death),1.0,,Armoured,Lord,Wizard,,800.0,small,wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur,0.0
713,wh3_main_nur_nurgle,Lord,Chaos Sorcerer Lord of Nurgle (Death),1.0,,Armoured,Lord,Wizard,,800.0,small,wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur,0.0
714,wh_main_chs_chaos,Lord,Chaos Sorcerer Lord of Nurgle (Death) on Chaos Warshrine,1.0,,,Lord,Wizard,,1800.0,very_large,wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_warshrine,0.0
715,wh3_main_nur_nurgle,Lord,Chaos Sorcerer Lord of Nurgle (Death) on Chaos Warshrine,1.0,,,Lord,Wizard,,1800.0,very_large,wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_warshrine,0.0
716,wh3_main_nur_nurgle,Lord,Ku'gath Plaguefather,1.0,AP,,Lord,Wizard,,2300.0,very_large,wh3_main_nur_cha_ku_gath_plaguefather_0,0.0
717,wh_main_chs_chaos,Lord,Chaos Sorcerer Lord of Nurgle (Nurgle) on Chaos Steed,1.0,,Armoured,Lord,Wizard,,1000.0,medium,wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_chaos_steed,0.0
718,wh3_main_nur_nurgle,Lord,Chaos Sorcerer Lord of Nurgle (Nurgle) on Chaos Steed,1.0,,Armoured,Lord,Wizard,,1000.0,medium,wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_chaos_steed,0.0
719,wh3_main_dae_daemon_prince,Lord,Herald of Nurgle (Nurgle),1.0,AP,,Lord,Wizard,,1100.0,small,wh3_main_nur_cha_herald_of_nurgle_nurgle_0,0.0
720,wh3_main_nur_nurgle,Lord,Herald of Nurgle (Nurgle),1.0,AP,,Lord,Wizard,,1100.0,small,wh3_main_nur_cha_herald_of_nurgle_nurgle_0,0.0
721,wh_main_chs_chaos,Lord,Chaos Sorcerer Lord of Nurgle (Nurgle),1.0,,Armoured,Lord,Wizard,,800.0,small,wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur,0.0
722,wh3_main_nur_nurgle,Lord,Chaos Sorcerer Lord of Nurgle (Nurgle),1.0,,Armoured,Lord,Wizard,,800.0,small,wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur,0.0
723,wh_main_chs_chaos,Lord,Daemon Prince of Nurgle,1.0,AP,,Lord,Daemon Prince,,2100.0,very_large,wh3_dlc20_chs_cha_daemon_prince_mnur,80.0
724,wh3_main_nur_nurgle,Lord,Daemon Prince of Nurgle,1.0,AP,,Lord,Daemon Prince,,2100.0,very_large,wh3_dlc20_chs_cha_daemon_prince_mnur,80.0
725,wh3_main_dae_daemon_prince,Lord,Herald of Nurgle (Death) on Rot Fly,1.0,AP,,Lord,Wizard,,1600.0,medium,wh3_main_nur_cha_herald_of_nurgle_death_2,90.0
726,wh3_main_nur_nurgle,Lord,Herald of Nurgle (Death) on Rot Fly,1.0,AP,,Lord,Wizard,,1600.0,medium,wh3_main_nur_cha_herald_of_nurgle_death_2,90.0
727,wh_main_chs_chaos,Lord,Festus the Leechlord,1.0,MA,,Lord,Wizard,,1250.0,small,wh3_dlc20_nur_cha_festus,0.0
728,wh3_main_nur_nurgle,Lord,Festus the Leechlord,1.0,MA,,Lord,Wizard,,1250.0,small,wh3_dlc20_nur_cha_festus,0.0
729,wh3_main_dae_daemon_prince,Lord,Herald of Nurgle (Nurgle) on Nurgling Palanquin,1.0,AP,Armoured,Lord,Wizard,,1300.0,very_large,wh3_main_nur_cha_herald_of_nurgle_nurgle_1,0.0
730,wh3_main_nur_nurgle,Lord,Herald of Nurgle (Nurgle) on Nurgling Palanquin,1.0,AP,Armoured,Lord,Wizard,,1300.0,very_large,wh3_main_nur_cha_herald_of_nurgle_nurgle_1,0.0
731,wh3_main_dae_daemon_prince,Lord,Exalted Great Unclean One (Death),1.0,AP,,Lord,Wizard,,2300.0,very_large,wh3_main_nur_cha_exalted_great_unclean_one_death_0,0.0
732,wh3_main_nur_nurgle,Lord,Exalted Great Unclean One (Death),1.0,AP,,Lord,Wizard,,2300.0,very_large,wh3_main_nur_cha_exalted_great_unclean_one_death_0,0.0
733,wh3_main_dae_daemon_prince,Lord,Herald of Nurgle (Death),1.0,AP,,Lord,Wizard,,1100.0,small,wh3_main_nur_cha_herald_of_nurgle_death_0,0.0
734,wh3_main_nur_nurgle,Lord,Herald of Nurgle (Death),1.0,AP,,Lord,Wizard,,1100.0,small,wh3_main_nur_cha_herald_of_nurgle_death_0,0.0
735,wh3_main_dae_daemon_prince,Lord,Herald of Nurgle (Nurgle) on Rot Fly,1.0,AP,,Lord,Wizard,,1600.0,medium,wh3_main_nur_cha_herald_of_nurgle_nurgle_2,90.0
736,wh3_main_nur_nurgle,Lord,Herald of Nurgle (Nurgle) on Rot Fly,1.0,AP,,Lord,Wizard,,1600.0,medium,wh3_main_nur_cha_herald_of_nurgle_nurgle_2,90.0
737,wh3_main_dae_daemon_prince,Lord,Herald of Nurgle (Death) on Nurgling Palanquin,1.0,AP,Armoured,Lord,Wizard,,1300.0,very_large,wh3_main_nur_cha_herald_of_nurgle_death_1,0.0
738,wh3_main_nur_nurgle,Lord,Herald of Nurgle (Death) on Nurgling Palanquin,1.0,AP,Armoured,Lord,Wizard,,1300.0,very_large,wh3_main_nur_cha_herald_of_nurgle_death_1,0.0
739,wh_main_chs_chaos,Hero,Exalted Hero of Nurgle on Chaos Steed,1.0,AP,Armoured,Hero,Melee Specialist,,1100.0,medium,wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_steed,0.0
740,wh3_main_nur_nurgle,Hero,Exalted Hero of Nurgle on Chaos Steed,1.0,AP,Armoured,Hero,Melee Specialist,,1100.0,medium,wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_steed,0.0
741,wh_main_chs_chaos,Hero,Exalted Hero of Nurgle on Chaos Chariot,1.0,AP,Armoured,Hero,Melee Specialist,,1250.0,large,wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_chariot,0.0
742,wh3_main_nur_nurgle,Hero,Exalted Hero of Nurgle on Chaos Chariot,1.0,AP,Armoured,Hero,Melee Specialist,,1250.0,large,wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_chariot,0.0
743,wh3_main_dae_daemon_prince,Hero,Plagueridden (Death) on Nurgling Palanquin,1.0,AP,Armoured,Hero,Wizard,,1050.0,very_large,wh3_main_nur_cha_plagueridden_death_1,0.0
