unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
wh2_main_hef_cav_silver_helms_0		-1	melee_cavalry	1	False	wh2_main_hef_cav_silver_helms_0	120	0	900	wh_main_shp_transport	1	1	60	850	225	heavy		0	True	wh2_main_vo_culture_High_Elves	shock_cavalry	2	False	emp_reiksguard		False		900	0	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Mounted	0	True	False	6	False	False		0	True	1	False
wh2_main_hef_cav_silver_helms_1		-1	melee_cavalry	2	False	wh2_main_hef_cav_silver_helms_1	120	0	1000	wh_main_shp_transport	1	1	60	950	250	heavy		0	True	wh2_main_vo_culture_High_Elves	shock_cavalry	3	False	emp_reiksguard		False		1000	0	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Mounted	0	True	False	6	False	False		0	True	1	False
wh2_main_hef_cav_tiranoc_chariot		-1	chariot	1	False	wh2_main_hef_cav_tiranoc_chariot	24	0	900	wh_main_shp_transport	1	1	12	900	225	heavy		0	True	wh2_main_vo_culture_High_Elves	missile_chariot	2	True	default		False	composite_scene\porthole\tiranoc_chariot_porthole_01.csc	230	500	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Mounted	0	True	False	5	False	False		0	True	1	False
wh2_main_hef_inf_archers_0		-1	missile_infantry	1	False	wh2_main_hef_inf_archers_0	180	0	450	wh_main_shp_transport	1	1	90	475	119	light		0	True	wh2_main_vo_culture_High_Elves	missile_infantry_bow	1	False	wef_infantry_15_degrees		False		95	380	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Infantry	0	True	False	6	False	False		0	True	1	False
wh2_main_hef_inf_archers_1		-1	missile_infantry	1	False	wh2_main_hef_inf_archers_1	180	0	475	wh_main_shp_transport	1	1	90	525	131	light		0	True	wh2_main_vo_culture_High_Elves	missile_infantry_bow	1	False	wef_infantry_30_degrees		False		110	440	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Infantry	0	True	False	6	False	False		0	True	1	False
wh2_main_hef_inf_gate_guard		-1	melee_infantry	1	False	wh2_main_hef_inf_gate_guard	180	0	850	wh_main_shp_transport	1	1	90	850	213	heavy		0	True	wh2_main_vo_culture_High_Elves	wh2_main_hef_missile_infantry_bow_spear	2	False	wef_infantry_15_degrees		False		212	638	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Infantry	0	True	False	6	False	False		0	True	1	False
wh2_main_hef_inf_lothern_sea_guard_0		-1	missile_infantry	1	False	wh2_main_hef_inf_lothern_sea_guard_0	180	0	650	wh_main_shp_transport	1	1	90	650	163	medium		0	True	wh2_main_vo_culture_High_Elves	wh2_main_hef_missile_infantry_bow_spear	2	False	wef_infantry_15_degrees		False		162	488	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Infantry	0	True	False	6	False	False		0	True	1	False
wh2_main_hef_inf_lothern_sea_guard_1		-1	missile_infantry	1	False	wh2_main_hef_inf_lothern_sea_guard_1	180	0	750	wh_main_shp_transport	1	1	90	750	188	medium		0	True	wh2_main_vo_culture_High_Elves	wh2_main_hef_missile_infantry_bow_spear	2	False	wef_infantry_30_degrees		False		187	563	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Infantry	0	True	False	6	False	False		0	True	1	False
wh2_main_hef_inf_phoenix_guard		-1	melee_infantry	2	False	wh2_main_hef_inf_phoenix_guard	200	0	1300	wh_main_shp_transport	1	1	100	1400	350	heavy		0	True	wh2_main_vo_culture_High_Elves	infantry_spear_halberd	3	False	def_black_guard		False		1400	0	False	vo_culture_None	False	wh_vo_actor_silent	0	True	False	6	False	False		0	True	1	False
wh2_main_hef_inf_spearmen_0		-1	melee_infantry	1	False	wh2_main_hef_inf_spearmen_0	240	0	500	wh_main_shp_transport	1	1	120	500	125	medium		0	True	wh2_main_vo_culture_High_Elves	infantry_spear	2	False	wef_infantry_15_degrees		False		500	0	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Infantry	0	True	False	6	False	False		0	True	1	False
wh2_main_hef_inf_swordmasters_of_hoeth_0		-1	melee_infantry	2	False	wh2_main_hef_inf_swordmasters_of_hoeth_0	200	0	1300	wh_main_shp_transport	1	1	100	1250	313	medium		0	True	wh2_main_vo_culture_High_Elves	infantry_sword_great	3	False	wef_infantry_15_degrees		False		1250	0	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Infantry	0	True	False	6	False	False		0	True	1	False
wh2_main_hef_inf_white_lions_of_chrace_0		-1	melee_infantry	1	False	wh2_main_hef_inf_white_lions_of_chrace_0	200	0	800	wh_main_shp_transport	1	1	100	800	200	medium		0	True	wh2_main_vo_culture_High_Elves	infantry_axe_great	2	False	wef_infantry_30_degrees		False		800	0	False	vo_culture_None	False	wh2_main_vo_actor_High_Elves_Infantry	0	True	False	6	False	False		0	True	1	False
wh2_main_lzd_cav_cold_one_spearmen_1		-1	melee_cavalry	2	False	wh2_main_lzd_cav_cold_one_spearriders_1	96	0	1000	wh_main_shp_transport	1	1	48	1000	250	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_main_cold_one_spear	3	False	liz_cold_one_riders		False		1000	0	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Saurus_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_lzd_cav_cold_one_spearriders_blessed_0		-1	melee_cavalry	2	False	wh2_main_lzd_cav_cold_one_spearriders_blessed_0	96	0	1100	wh_main_shp_transport	1	1	48	0	275	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_main_cold_one_spear	3	False	liz_cold_one_riders		False		1100	0	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Saurus_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_lzd_cav_cold_ones_1		-1	melee_cavalry	1	False	wh2_main_lzd_cav_cold_ones_1	96	0	850	wh_main_shp_transport	1	1	48	850	213	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_main_cold_one	2	False	liz_cold_one_riders		False		850	0	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Saurus_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_lzd_cav_cold_ones_feral_0		-1	melee_cavalry	1	False	wh2_main_lzd_cav_cold_ones_feral_0	64	0	500	wh_main_shp_transport	1	1	32	500	125	heavy		0	True	wh2_main_vo_culture_Cold_One	wh2_main_cold_one	1	False	liz_feral_cold_ones		False		500	0	False	vo_culture_None	False	wh_main_vo_actor_group_sound	0	False	False	6	False	False		0	True	1	False
wh2_main_lzd_cav_cold_ones_feral_0_summoned		-1	melee_cavalry	1	False	wh2_main_lzd_cav_cold_ones_feral_0_summoned	64	0	0	wh_main_shp_transport	1	1	32	0	0	heavy		0	True	wh2_main_vo_culture_Cold_One	wh2_main_cold_one	1	False	liz_feral_cold_ones		False		225	0	False	vo_culture_None	False	wh_main_vo_actor_group_sound	0	False	False	0	False	False		0	True	1	False
wh2_main_lzd_cav_horned_ones_0	wh2_main_lzd_smith_1	-1	melee_cavalry	2	False	wh2_main_lzd_cav_horned_ones_0	96	0	1500	wh_main_shp_transport	1	1	48	1500	375	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_dlc17_lzd_horned_ones	4	False	liz_cold_one_riders		False		1500	0	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Saurus_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_lzd_cav_horned_ones_0_nakai		-1	melee_cavalry	2	False	wh2_main_lzd_cav_horned_ones_0	96	0	1500	wh_main_shp_transport	1	1	48	1500	375	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_dlc17_lzd_horned_ones	4	False	liz_cold_one_riders		False		1500	0	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Saurus_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_lzd_cav_horned_ones_blessed_0		-1	melee_cavalry	2	False	wh2_main_lzd_cav_horned_ones_blessed_0	96	0	1600	wh_main_shp_transport	1	1	48	0	400	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_dlc17_lzd_horned_ones	4	False	liz_cold_one_riders		False		1550	0	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Saurus_Unit	0	True	False	0	False	False		0	True	1	False
wh2_main_lzd_cav_terradon_riders_0		-1	monster	1	False	wh2_main_lzd_cav_terradon_riders_0	20	0	600	wh_main_shp_transport	1	1	10	600	150	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_main_lzd_terradon	2	False	liz_terradon		False		96	384	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Skink_Unit	0	True	True	4	False	True		0	True	1	False
wh2_main_lzd_cav_terradon_riders_1		-1	monster	1	False	wh2_main_lzd_cav_terradon_riders_1	20	0	750	wh_main_shp_transport	1	1	10	750	188	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_main_lzd_terradon	2	False	liz_terradon		False		120	480	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Skink_Unit	0	True	True	4	False	True		0	True	1	False
wh2_main_lzd_cav_terradon_riders_blessed_1		-1	monster	1	False	wh2_main_lzd_cav_terradon_riders_blessed_1	20	0	850	wh_main_shp_transport	1	1	10	0	213	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_main_lzd_terradon	2	False	liz_terradon		False		132	528	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Skink_Unit	0	True	True	0	False	True		0	True	1	False
wh2_main_lzd_inf_chameleon_skinks_0		-1	missile_infantry	1	False	wh2_main_lzd_inf_chameleon_skinks_0	180	0	650	wh_main_shp_transport	1	1	90	650	163	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_main_lzd_missile_infantry_blowpipe	2	False	liz_skink_0_degrees		False		150	500	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Skink_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_lzd_inf_chameleon_skinks_blessed_0		-1	missile_infantry	1	False	wh2_main_lzd_inf_chameleon_skinks_blessed_0	180	0	700	wh_main_shp_transport	1	1	90	0	175	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_main_lzd_missile_infantry_blowpipe	2	False	liz_skink_0_degrees		False		150	550	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Skink_Unit	0	True	False	0	False	False		0	True	1	False
wh2_main_lzd_inf_saurus_spearmen_0		-1	melee_infantry	1	False	wh2_main_lzd_inf_saurus_spearmen_0	200	0	750	wh_main_shp_transport	1	1	100	750	188	heavy		0	True	wh2_main_vo_culture_Lizardmen	infantry_spear	2	False	liz_saurus_0_degrees		False		750	0	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Saurus_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_lzd_inf_saurus_spearmen_1		-1	melee_infantry	1	False	wh2_main_lzd_inf_saurus_spearmen_1	200	0	800	wh_main_shp_transport	1	1	100	800	200	heavy		0	True	wh2_main_vo_culture_Lizardmen	infantry_spear	2	False	liz_saurus_0_degrees		False		800	0	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Saurus_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_lzd_inf_saurus_spearmen_blessed_1		-1	melee_infantry	1	False	wh2_main_lzd_inf_saurus_spearmen_blessed_1	200	0	900	wh_main_shp_transport	1	1	100	0	225	heavy		0	True	wh2_main_vo_culture_Lizardmen	infantry_spear	2	False	liz_saurus_0_degrees		False		800	0	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Saurus_Unit	0	True	False	0	False	False		0	True	1	False
wh2_main_lzd_inf_saurus_warriors_0		-1	melee_infantry	1	False	wh2_main_lzd_inf_saurus_warriors_0	200	0	750	wh_main_shp_transport	1	1	100	750	188	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_main_lzd_infantry_mace	2	False	liz_saurus_0_degrees		False		750	0	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Saurus_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_lzd_inf_saurus_warriors_1		-1	melee_infantry	1	False	wh2_main_lzd_inf_saurus_warriors_1	200	0	800	wh_main_shp_transport	1	1	100	800	200	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_main_lzd_infantry_mace	2	False	liz_saurus_0_degrees		False		800	0	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Saurus_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_lzd_inf_saurus_warriors_blessed_1		-1	melee_infantry	1	False	wh2_main_lzd_inf_saurus_warriors_blessed_1	200	0	900	wh_main_shp_transport	1	1	100	0	225	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_main_lzd_infantry_mace	2	False	liz_saurus_0_degrees		False		800	0	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Saurus_Unit	0	True	False	0	False	False		0	True	1	False
wh2_main_lzd_inf_skink_cohort_0		-1	melee_infantry	1	False	wh2_main_lzd_inf_skink_cohort_0	320	0	325	wh_main_shp_transport	1	1	160	300	75	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_main_lzd_infantry_cudgel	1	False	liz_skink_0_degrees		False		200	125	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Skink_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_lzd_inf_skink_cohort_1		-1	missile_infantry	1	False	wh2_main_lzd_inf_skink_cohort_1	320	0	450	wh_main_shp_transport	1	1	160	400	100	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_main_missile_infantry_javelin	1	False	liz_skink_0_degrees		False		320	130	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Skink_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_lzd_inf_skink_skirmishers_0		-1	missile_infantry	1	False	wh2_main_lzd_inf_skink_skirmishers_0	240	0	425	wh_main_shp_transport	1	1	120	400	100	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_main_lzd_missile_infantry_blowpipe	1	False	liz_skink_0_degrees		False		40	385	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Skink_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_lzd_inf_skink_skirmishers_blessed_0		-1	missile_infantry	1	False	wh2_main_lzd_inf_skink_skirmishers_blessed_0	240	0	500	wh_main_shp_transport	1	1	120	0	125	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_main_lzd_missile_infantry_blowpipe	2	False	liz_skink_0_degrees		False		44	396	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Skink_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_lzd_inf_temple_guards		-1	melee_infantry	2	False	wh2_main_lzd_inf_temple_guards	200	0	1200	wh_main_shp_transport	1	1	100	1200	300	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_main_lzd_infantry_halberd	3	False	liz_saurus_0_degrees		False		1200	0	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Saurus_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_lzd_inf_temple_guards_blessed		-1	melee_infantry	2	False	wh2_main_lzd_inf_temple_guards_blessed	200	0	1300	wh_main_shp_transport	1	1	100	0	325	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_main_lzd_infantry_halberd	3	False	liz_saurus_0_degrees		False		1320	0	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Saurus_Unit	0	True	False	0	False	False		0	True	1	False
wh2_main_lzd_inf_temple_guards_nakai		-1	melee_infantry	2	False	wh2_main_lzd_inf_temple_guards	200	0	1200	wh_main_shp_transport	1	1	100	1200	300	heavy		0	True	wh2_main_vo_culture_Lizardmen	wh2_main_lzd_infantry_halberd	3	False	liz_saurus_0_degrees		False		1200	0	False	vo_culture_None	False	wh2_main_vo_actor_Lizardmen_Saurus_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_lzd_mon_kroxigors		-1	monstrous_infantry	2	False	wh2_main_lzd_mon_kroxigors	32	0	1000	wh_main_shp_transport	1	1	16	1000	250	heavy		0	True	wh2_main_vo_culture_Kroxigor	monstrous_infantry	3	False	liz_kroxigor		False		1000	0	True	vo_culture_None	False	wh_main_vo_actor_default	0	False	False	6	False	True		0	True	1	False
wh2_main_lzd_mon_kroxigors_blessed		-1	monstrous_infantry	2	False	wh2_main_lzd_mon_kroxigors_blessed	32	0	1100	wh_main_shp_transport	1	1	16	0	275	heavy		0	True	wh2_main_vo_culture_Kroxigor	monstrous_infantry	3	False	liz_kroxigor		False		1100	0	True	vo_culture_None	False	wh_main_vo_actor_default	0	False	False	0	False	True		0	True	1	False
wh2_main_lzd_mon_kroxigors_nakai		-1	monstrous_infantry	2	False	wh2_main_lzd_mon_kroxigors	32	0	1000	wh_main_shp_transport	1	1	16	1000	250	heavy		0	True	wh2_main_vo_culture_Kroxigor	monstrous_infantry	3	False	liz_kroxigor		False		1000	0	True	vo_culture_None	False	wh_main_vo_actor_default	0	False	False	6	False	True		0	True	1	False
wh2_main_skv_art_plagueclaw_catapult		-1	warmachine	1	False	wh2_main_skv_art_plagueclaw_catapult	112	0	900	wh_main_shp_transport	1	1	56	900	225	medium		0	True	wh2_main_vo_culture_Skaven	catapult	2	False	skv_clan_rats		False		90	810	True	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_skv_art_warp_lightning_cannon		-1	warmachine	2	False	wh2_main_skv_art_warp_lightning_cannon	112	0	950	wh_main_shp_transport	1	1	56	950	238	medium		0	True	wh2_main_vo_culture_Skaven	artillery_cannon	3	False	skv_clan_rats		False		100	850	True	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_skv_inf_clanrat_spearmen_0		-1	melee_infantry	1	False	wh2_main_skv_inf_clanrat_spearmen_0	320	0	325	wh_main_shp_transport	1	1	160	325	81	medium		0	True	wh2_main_vo_culture_Skaven	infantry_spear	1	False	skv_clan_rats_20_degrees		False		325	0	False	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_skv_inf_clanrat_spearmen_1		-1	melee_infantry	1	False	wh2_main_skv_inf_clanrat_spearmen_1	320	0	375	wh_main_shp_transport	1	1	160	375	94	medium		0	True	wh2_main_vo_culture_Skaven	infantry_spear	1	False	skv_clan_rats_20_degrees		False		375	0	False	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_skv_inf_clanrats_0		-1	melee_infantry	1	False	wh2_main_skv_inf_clanrats_0	320	0	300	wh_main_shp_transport	1	1	160	300	75	medium		0	True	wh2_main_vo_culture_Skaven	infantry_sword_grn	1	False	skv_clan_rats		False		300	0	False	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_skv_inf_clanrats_0_summoned		-1	melee_infantry	1	False	wh2_main_skv_inf_clanrats_0_summoned	320	0	0	wh_main_shp_transport	1	1	160	0	0	medium		0	True	wh2_main_vo_culture_Skaven	infantry_sword_grn	1	False	skv_clan_rats		False		150	0	False	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Unit	0	True	False	0	False	False		0	True	1	False
wh2_main_skv_inf_clanrats_0_summoned_small		-1	melee_infantry	1	False	wh2_main_skv_inf_clanrats_0_summoned_small	240	0	0	wh_main_shp_transport	1	1	120	0	0	medium		0	True	wh2_main_vo_culture_Skaven	infantry_sword_grn	1	False	skv_clan_rats		False		125	0	False	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Unit	0	True	False	0	False	False		0	True	1	False
wh2_main_skv_inf_clanrats_1		-1	melee_infantry	1	False	wh2_main_skv_inf_clanrats_1	320	0	350	wh_main_shp_transport	1	1	160	350	88	medium		0	True	wh2_main_vo_culture_Skaven	infantry_sword_grn	1	False	skv_clan_rats		False		350	0	False	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_skv_inf_death_globe_bombardiers		-1	missile_infantry	1	False	wh2_main_skv_inf_death_globe_bombardiers	96	0	900	wh_main_shp_transport	1	1	60	900	225	medium		0	True	wh2_main_vo_culture_Skaven	wh2_main_skv_missile_infantry_globe_death	2	False	skv_clan_rats_20_degrees		False		50	850	False	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_skv_inf_death_runners_0		-1	melee_infantry	1	False	wh2_main_skv_inf_death_runners_0	144	0	850	wh_main_shp_transport	1	1	72	850	213	medium		0	True	wh2_main_vo_culture_Skaven	wh2_main_skv_infantry_sword_death_runners	2	False	skv_plague_monks		False		950	0	False	wh2_main_vo_culture_Skaven	False	wh2_dlc14_vo_actor_Skaven_Eshin_Triad	0	True	False	6	False	False		0	True	1	False
wh2_main_skv_inf_death_runners_0_summoned		-1	melee_infantry	1	False	wh2_main_skv_inf_death_runners_0_summoned	144	0	0	wh_main_shp_transport	1	1	72	0	0	medium		0	True	wh2_main_vo_culture_Skaven	wh2_main_skv_infantry_sword_death_runners	2	False	skv_plague_monks		False		950	0	False	wh2_main_vo_culture_Skaven	False	wh2_dlc14_vo_actor_Skaven_Eshin_Triad	0	True	False	6	False	False		0	True	1	False
wh2_main_skv_inf_gutter_runner_slingers_0		-1	missile_infantry	1	False	wh2_main_skv_inf_gutter_runner_slingers_0	240	0	700	wh_main_shp_transport	1	1	100	700	175	medium		0	True	wh2_main_vo_culture_Skaven	wh2_main_missile_infantry_sling	2	False	skv_clan_rats_20_degrees		False		200	500	False	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_skv_inf_gutter_runner_slingers_1	wh2_main_skv_plagues_2	-1	missile_infantry	1	False	wh2_main_skv_inf_gutter_runner_slingers_1	240	0	750	wh_main_shp_transport	1	1	100	750	187	medium		0	True	wh2_main_vo_culture_Skaven	wh2_main_missile_infantry_sling	2	False	skv_clan_rats_20_degrees		False		200	550	False	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_skv_inf_gutter_runners_0		-1	missile_infantry	1	False	wh2_main_skv_inf_gutter_runners_0	240	0	700	wh_main_shp_transport	1	1	100	700	175	medium		0	True	wh2_main_vo_culture_Skaven	wh2_main_skv_missile_infantry_throwing_star	2	False	skv_clan_rats		False		200	500	False	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_skv_inf_gutter_runners_1	wh2_main_skv_plagues_2	-1	missile_infantry	1	False	wh2_main_skv_inf_gutter_runners_1	240	0	750	wh_main_shp_transport	1	1	100	750	187	medium		0	True	wh2_main_vo_culture_Skaven	wh2_main_skv_missile_infantry_throwing_star	2	False	skv_clan_rats		False		200	550	False	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_skv_inf_night_runners_0		-1	missile_infantry	1	False	wh2_main_skv_inf_night_runners_0	240	0	450	wh_main_shp_transport	1	1	120	500	125	medium		0	True	wh2_main_vo_culture_Skaven	wh2_main_skv_missile_infantry_throwing_star	1	False	skv_clan_rats		False		150	350	False	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_skv_inf_night_runners_1		-1	missile_infantry	1	False	wh2_main_skv_inf_night_runners_1	240	0	450	wh_main_shp_transport	1	1	120	500	125	medium		0	True	wh2_main_vo_culture_Skaven	wh2_main_missile_infantry_sling	1	False	skv_clan_rats		False		150	350	False	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_skv_inf_plague_monk_censer_bearer		-1	melee_infantry	2	False	wh2_main_skv_inf_plague_monk_censer_bearer	240	0	1000	wh_main_shp_transport	1	1	100	1000	250	medium		0	True	wh2_main_vo_culture_Skaven	wh2_main_skv_infantry_censer	3	False	skv_plague_monks		False		1000	0	False	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Plague_Monk	0	True	False	6	False	False		0	True	1	False
wh2_main_skv_inf_plague_monks		-1	melee_infantry	1	False	wh2_main_skv_inf_plague_monks	240	0	650	wh_main_shp_transport	1	1	100	650	163	medium		0	True	wh2_main_vo_culture_Skaven	wh2_main_infantry_dual_swords	2	False	skv_plague_monks		False		650	0	False	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Plague_Monk	0	True	False	6	False	False		0	True	1	False
wh2_main_skv_inf_plague_monks_summoned		-1	melee_infantry	1	False	wh2_main_skv_inf_plague_monks_summoned	240	0	0	wh_main_shp_transport	1	1	100	0	0	medium		0	True	wh2_main_vo_culture_Skaven	wh2_main_infantry_dual_swords	2	False	skv_plague_monks		False		325	0	False	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Plague_Monk	0	True	False	0	False	False		0	True	1	False
wh2_main_skv_inf_poison_wind_globadiers		-1	missile_infantry	1	False	wh2_main_skv_inf_poison_wind_globadiers	96	0	650	wh_main_shp_transport	1	1	60	650	138	medium		0	True	wh2_main_vo_culture_Skaven	wh2_main_skv_missile_infantry_globe	2	False	skv_clan_rats		False		50	500	False	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_skv_inf_skavenslave_slingers_0		-1	missile_infantry	1	False	wh2_main_skv_inf_skavenslave_slingers_0	280	0	200	wh_main_shp_transport	1	1	140	225	56	medium		0	True	wh2_main_vo_culture_Skaven	wh2_main_missile_infantry_sling	1	False	skv_clan_rats		False		65	160	False	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_skv_inf_skavenslave_spearmen_0		-1	melee_infantry	1	False	wh2_main_skv_inf_skavenslave_spearmen_0	360	0	150	wh_main_shp_transport	1	1	180	150	37	medium		0	True	wh2_main_vo_culture_Skaven	infantry_spear	1	False	skv_clan_rats_20_degrees		False		150	0	False	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Unit	0	True	False	6	False	False		0	True	1	False
wh2_main_skv_inf_skavenslave_spearmen_0_summoned		-1	melee_infantry	1	False	wh2_main_skv_inf_skavenslave_spearmen_0_summoned	240	0	0	wh_main_shp_transport	1	1	120	0	0	medium		0	True	wh2_main_vo_culture_Skaven	infantry_spear	1	False	skv_clan_rats_20_degrees		False		88	0	False	wh2_main_vo_culture_Skaven	False	wh2_main_vo_actor_Skaven_Unit	0	True	False	6	False	False		0	True	1	False
