key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo
wh2_dlc15_hef_cha_alastar_1	10	wh2_main_plate_110	2100	war_machine	68	com	wh2_main_unit_long_text_hef_cha_alastair_0	hu1d_dlc15_wm_lion_chariot_2handed_axe	wh_main_infantry_standard_hero_blood	42	24	80	10928	wh2_dlc15_hef_mnt_lion_chariot	2	wh2_dlc15_hef_alastar_lion_chariot		1	none	wh2_main_unit_short_text_hef_cha_alastair_0	wh_main_chariot	trained	wh2_main_hef_war_lion_chariot	wh2_dlc15_hef_lion_chariot	True	40	1500	wh2_dlc15_hef_cha_alastar_1	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	1	0	30	0	melee_flanker_shock_highvalue	False	False	False	False	default	default	domination_characters			melee	1	1	False
wh2_dlc15_hef_cha_archmage_beasts_0	10	wh2_main_body_15	2100	inf_melee	15	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_beasts	36	28	75	7624		0	wh2_main_hef_mage_staff		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_beasts	wh_main_infantry	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_beasts_0	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1	small	0	0	0	0	0	0	15	0	mage_highvalue	False	True	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_beasts_1	10	wh_main_plate_45	2100	cavalry	35	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_dlc15_archmage_hr1_warhorse_sword_and_staff	wh2_main_infantry_standard_wizard_blood_dismembers_beasts	36	28	75	8264	wh2_main_hef_mnt_barded_steed_hero	1	wh2_main_hef_mage_staff		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_beasts	wh_main_cavalry_ordered	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_beasts_1	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1	large	0	0	0	0	0	0	15	0	mage_highvalue	False	False	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_beasts_2	10	wh2_main_plate_110	2100	war_machine	64	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_beasts	24	18	75	8880	wh2_main_hef_mnt_barded_steed_chariot	2	wh2_main_hef_mage_chariot		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_beasts	wh_main_chariot	trained	wh2_main_hef_ithilmar_chariot	wh2_dlc15_hef_ithilmar_chariot_hero	False	40	1500	wh2_dlc15_hef_cha_archmage_beasts_2	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	1	0	15	0	mage_highvalue	False	False	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_beasts_3	10	wh2_main_body_30	2100	war_beast	62	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_dlc15_archmage_phoenix_wb_staff_sword	wh2_main_infantry_standard_wizard_blood_dismembers_beasts	44	30	75	10128	wh2_main_hef_mnt_great_eagle	1	wh2_main_hef_hero_great_eagle		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_beasts	wh_main_monster	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_beasts_3	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	0	0	15	0	flying_hybrid_highvalue	False	False	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_beasts_4	10	wh2_main_body_70	2100	war_beast	50	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_beasts	50	44	75	16856	wh2_main_hef_mnt_moon_dragon	1	wh2_main_hef_moon_dragon		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_beasts	wh_main_monster	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_beasts_4	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	0	0	25	0	flying_melee_mage_highvalue	False	False	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_death_0	10	wh2_main_body_15	2100	inf_ranged	15	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_death	36	28	75	7624		0	wh2_main_hef_mage_staff		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_death	wh_main_infantry	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_death_0	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1	small	0	0	0	0	0	0	15	0	mage_highvalue	False	True	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_death_1	10	wh_main_plate_45	2100	cavalry	35	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_dlc15_archmage_hr1_warhorse_sword_and_staff	wh2_main_infantry_standard_wizard_blood_dismembers_death	36	28	75	8264	wh2_main_hef_mnt_barded_steed_hero	1	wh2_main_hef_mage_staff		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_death	wh_main_cavalry_ordered	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_death_1	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1	large	0	0	0	0	0	0	15	0	mage_highvalue	False	False	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_death_2	10	wh2_main_plate_110	2100	war_machine	64	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_death	24	18	75	8880	wh2_main_hef_mnt_barded_steed_chariot	2	wh2_main_hef_mage_chariot		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_death	wh_main_chariot	trained	wh2_main_hef_ithilmar_chariot	wh2_dlc15_hef_ithilmar_chariot_hero	False	40	1500	wh2_dlc15_hef_cha_archmage_death_2	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	1	0	15	0	mage_highvalue	False	False	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_death_3	10	wh2_main_body_30	2100	war_beast	62	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_dlc15_archmage_phoenix_wb_staff_sword	wh2_main_infantry_standard_wizard_blood_dismembers_death	44	30	75	10128	wh2_main_hef_mnt_great_eagle	1	wh2_main_hef_hero_great_eagle		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_death	wh_main_monster	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_death_3	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	0	0	15	0	flying_hybrid_highvalue	False	False	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_death_4	10	wh2_main_body_70	2100	war_beast	50	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_death	50	44	75	16856	wh2_main_hef_mnt_moon_dragon	1	wh2_main_hef_moon_dragon		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_death	wh_main_monster	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_death_4	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	0	0	25	0	flying_melee_mage_highvalue	False	False	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_fire_0	10	wh2_main_body_15	2100	inf_ranged	15	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_fire	36	28	75	7624		0	wh2_main_hef_mage_staff		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_fire	wh_main_infantry	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_fire_0	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1	small	0	0	0	0	0	0	15	0	mage_highvalue	False	True	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_fire_1	10	wh_main_plate_45	2100	cavalry	35	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_dlc15_archmage_hr1_warhorse_sword_and_staff	wh2_main_infantry_standard_wizard_blood_dismembers_fire	36	28	75	8264	wh2_main_hef_mnt_barded_steed_hero	1	wh2_main_hef_mage_staff		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_fire	wh_main_cavalry_ordered	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_fire_1	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1	large	0	0	0	0	0	0	15	0	mage_highvalue	False	False	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_fire_2	10	wh2_main_plate_110	2100	war_machine	64	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_fire	24	18	75	8880	wh2_main_hef_mnt_barded_steed_chariot	2	wh2_main_hef_mage_chariot		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_fire	wh_main_chariot	trained	wh2_main_hef_ithilmar_chariot	wh2_dlc15_hef_ithilmar_chariot_hero	False	40	1500	wh2_dlc15_hef_cha_archmage_fire_2	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	1	0	15	0	mage_highvalue	False	False	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_fire_3	10	wh2_main_body_30	2100	war_beast	62	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_dlc15_archmage_phoenix_wb_staff_sword	wh2_main_infantry_standard_wizard_blood_dismembers_fire	44	30	75	10128	wh2_main_hef_mnt_great_eagle	1	wh2_main_hef_hero_great_eagle		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_fire	wh_main_monster	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_fire_3	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	0	0	15	0	flying_hybrid_highvalue	False	False	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_fire_4	10	wh2_main_body_70	2100	war_beast	50	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_fire	50	44	75	16856	wh2_main_hef_mnt_moon_dragon	1	wh2_main_hef_moon_dragon		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_fire	wh_main_monster	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_fire_4	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	0	0	25	0	flying_melee_mage_highvalue	False	False	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_heavens_0	10	wh2_main_body_15	2100	inf_ranged	15	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_heavens	36	28	75	7624		0	wh2_main_hef_mage_staff		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_heavens	wh_main_infantry	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_heavens_0	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1	small	0	0	0	0	0	0	15	0	mage_highvalue	False	True	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_heavens_1	10	wh_main_plate_45	2100	cavalry	35	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_dlc15_archmage_hr1_warhorse_sword_and_staff	wh2_main_infantry_standard_wizard_blood_dismembers_heavens	36	28	75	8264	wh2_main_hef_mnt_barded_steed_hero	1	wh2_main_hef_mage_staff		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_heavens	wh_main_cavalry_ordered	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_heavens_1	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1	large	0	0	0	0	0	0	15	0	mage_highvalue	False	False	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_heavens_2	10	wh2_main_plate_110	2100	war_machine	64	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_heavens	24	18	75	8880	wh2_main_hef_mnt_barded_steed_chariot	2	wh2_main_hef_mage_chariot		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_heavens	wh_main_chariot	trained	wh2_main_hef_ithilmar_chariot	wh2_dlc15_hef_ithilmar_chariot_hero	False	40	1500	wh2_dlc15_hef_cha_archmage_heavens_2	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	1	0	15	0	mage_highvalue	False	False	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_heavens_3	10	wh2_main_body_30	2100	war_beast	62	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_dlc15_archmage_phoenix_wb_staff_sword	wh2_main_infantry_standard_wizard_blood_dismembers_heavens	44	30	75	10128	wh2_main_hef_mnt_great_eagle	1	wh2_main_hef_hero_great_eagle		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_heavens	wh_main_monster	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_heavens_3	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	0	0	15	0	flying_hybrid_highvalue	False	False	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_heavens_4	10	wh2_main_body_70	2100	war_beast	50	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_heavens	50	44	75	16856	wh2_main_hef_mnt_moon_dragon	1	wh2_main_hef_moon_dragon		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_heavens	wh_main_monster	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_heavens_4	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	0	0	25	0	flying_melee_mage_highvalue	False	False	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_high_0	10	wh2_main_body_15	2100	inf_ranged	15	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_high	36	28	75	7624		0	wh2_main_hef_mage_staff		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_high	wh_main_infantry	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_high_0	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1	small	0	0	0	0	0	0	15	0	mage_highvalue	False	True	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_high_1	10	wh_main_plate_45	2100	cavalry	35	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_dlc15_archmage_hr1_warhorse_sword_and_staff	wh2_main_infantry_standard_wizard_blood_dismembers_high	36	28	75	8264	wh2_main_hef_mnt_barded_steed_hero	1	wh2_main_hef_mage_staff		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_high	wh_main_cavalry_ordered	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_high_1	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1	large	0	0	0	0	0	0	15	0	mage_highvalue	False	False	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_high_2	10	wh2_main_plate_110	2100	war_machine	64	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_high	24	18	75	8880	wh2_main_hef_mnt_barded_steed_chariot	2	wh2_main_hef_mage_chariot		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_high	wh_main_chariot	trained	wh2_main_hef_ithilmar_chariot	wh2_dlc15_hef_ithilmar_chariot_hero	False	40	1500	wh2_dlc15_hef_cha_archmage_high_2	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	1	0	15	0	mage_highvalue	False	False	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_high_3	10	wh2_main_body_30	2100	war_beast	62	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_dlc15_archmage_phoenix_wb_staff_sword	wh2_main_infantry_standard_wizard_blood_dismembers_light	44	30	75	10128	wh2_main_hef_mnt_great_eagle	1	wh2_main_hef_hero_great_eagle		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_high	wh_main_monster	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_high_3	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	0	0	15	0	flying_hybrid_highvalue	False	False	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_high_4	10	wh2_main_body_70	2100	war_beast	50	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_high	50	44	75	16856	wh2_main_hef_mnt_moon_dragon	1	wh2_main_hef_moon_dragon		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_high	wh_main_monster	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_high_4	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	0	0	25	0	flying_melee_mage_highvalue	False	False	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_life_0	10	wh2_main_body_15	2100	inf_ranged	15	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_life	36	28	75	7624		0	wh2_main_hef_mage_staff		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_life	wh_main_infantry	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_life_0	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1	small	0	0	0	0	0	0	15	0	mage_highvalue	False	True	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_life_1	10	wh_main_plate_45	2100	cavalry	35	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_dlc15_archmage_hr1_warhorse_sword_and_staff	wh2_main_infantry_standard_wizard_blood_dismembers_life	36	28	75	8264	wh2_main_hef_mnt_barded_steed_hero	1	wh2_main_hef_mage_staff		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_life	wh_main_cavalry_ordered	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_life_1	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1	large	0	0	0	0	0	0	15	0	mage_highvalue	False	False	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_life_2	10	wh2_main_plate_110	2100	war_machine	64	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_life	24	18	75	8880	wh2_main_hef_mnt_barded_steed_chariot	2	wh2_main_hef_mage_chariot		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_life	wh_main_chariot	trained	wh2_main_hef_ithilmar_chariot	wh2_dlc15_hef_ithilmar_chariot_hero	False	40	1500	wh2_dlc15_hef_cha_archmage_life_2	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	1	0	15	0	mage_highvalue	False	False	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_life_3	10	wh2_main_body_30	2100	war_beast	62	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_dlc15_archmage_phoenix_wb_staff_sword	wh2_main_infantry_standard_wizard_blood_dismembers_life	44	30	75	10128	wh2_main_hef_mnt_great_eagle	1	wh2_main_hef_hero_great_eagle		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_life	wh_main_monster	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_life_3	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	0	0	15	0	flying_hybrid_highvalue	False	False	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_life_4	10	wh2_main_body_70	2100	war_beast	50	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_life	50	44	75	16856	wh2_main_hef_mnt_moon_dragon	1	wh2_main_hef_moon_dragon		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_life	wh_main_monster	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_life_4	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	0	0	25	0	flying_melee_mage_highvalue	False	False	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_light_0	10	wh2_main_body_15	2100	inf_ranged	15	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_light	36	28	75	7624		0	wh2_main_hef_mage_staff		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_light	wh_main_infantry	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_light_0	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1	small	0	0	0	0	0	0	15	0	mage_highvalue	False	True	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_light_1	10	wh_main_plate_45	2100	cavalry	35	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_dlc15_archmage_hr1_warhorse_sword_and_staff	wh2_main_infantry_standard_wizard_blood_dismembers_light	36	28	75	8264	wh2_main_hef_mnt_barded_steed_hero	1	wh2_main_hef_mage_staff		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_light	wh_main_cavalry_ordered	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_light_1	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1	large	0	0	0	0	0	0	15	0	mage_highvalue	False	False	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_light_2	10	wh2_main_plate_110	2100	war_machine	64	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_light	24	18	75	8880	wh2_main_hef_mnt_barded_steed_chariot	2	wh2_main_hef_mage_chariot		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_light	wh_main_chariot	trained	wh2_main_hef_ithilmar_chariot	wh2_dlc15_hef_ithilmar_chariot_hero	False	40	1500	wh2_dlc15_hef_cha_archmage_light_2	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	1	0	15	0	mage_highvalue	False	False	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_light_3	10	wh2_main_body_30	2100	war_beast	62	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_dlc15_archmage_phoenix_wb_staff_sword	wh2_main_infantry_standard_wizard_blood_dismembers_light	44	30	75	10128	wh2_main_hef_mnt_great_eagle	1	wh2_main_hef_hero_great_eagle		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_light	wh_main_monster	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_light_3	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	0	0	15	0	flying_hybrid_highvalue	False	False	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_light_4	10	wh2_main_body_70	2100	war_beast	50	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_light	50	44	75	16856	wh2_main_hef_mnt_moon_dragon	1	wh2_main_hef_moon_dragon		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_light	wh_main_monster	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_light_4	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	large	0	0	0	0	0	0	25	0	flying_melee_mage_highvalue	False	False	False	False	cant_capture	cant_capture	cant_capture			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_metal_0	10	wh2_main_body_15	2100	inf_ranged	15	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_elf_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_metal	36	28	75	7624		0	wh2_main_hef_mage_staff		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_metal	wh_main_infantry	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_metal_0	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1	small	0	0	0	0	0	0	15	0	mage_highvalue	False	True	False	False	default	default	domination_characters			skirmish	1	1	False
wh2_dlc15_hef_cha_archmage_metal_1	10	wh_main_plate_45	2100	cavalry	35	com	wh2_main_unit_long_text_hef_cha_mage	hu1b_dlc15_archmage_hr1_warhorse_sword_and_staff	wh2_main_infantry_standard_wizard_blood_dismembers_metal	36	28	75	8264	wh2_main_hef_mnt_barded_steed_hero	1	wh2_main_hef_mage_staff		1	none	wh2_dlc15_unit_short_text_hef_cha_archmage_metal	wh_main_cavalry_ordered	trained			False	40	1500	wh2_dlc15_hef_cha_archmage_metal_1	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1	large	0	0	0	0	0	0	15	0	mage_highvalue	False	False	False	False	default	default	domination_characters			skirmish	1	1	False
