key	category	class	short_description_text	historical_description_text	campaign_action_points	man_entity	man_animation	num_mounts	mount	num_animals	animal	spacing	rank_depth	morale	bonus_hit_points	armour	shield	primary_missile_weapon	accuracy	primary_ammo	primary_melee_weapon	melee_attack	charge_bonus	melee_defence	dismounted_melee_attack	dismounted_charge_bonus	strengths_&_weaknesses_text	supports_first_person	training_level	num_engines	officers	engine	articulated_record	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	capture_power	secondary_ammo	damage_mod_flame	damage_mod_magic	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion	can_brace
wh_dlc06_dwf_cha_runelord_0	inf_melee	com	wh_dlc06_unit_short_text_dwf_runelord	wh_main_unit_long_text_dwf_runelord	2100	wh_main_dwf_cha_dwarf_hero_blood_dismembers	hu3_runelord_hammer	0		0		wh_main_hero	1	74	3125	plate_115	none		10	0	hammer_S4_A2_ap_char	50	29	40	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	0	32	0	16	0	melee_mage_highvalue	false	false	false	true
wh_dlc06_dwf_cha_runelord_1	inf_melee	com	wh_dlc06_unit_short_text_dwf_runelord	wh_main_unit_long_text_dwf_runelord	2100	wh_main_dwf_veh_dwarf_throne_blood	th1_dwarf_anvil_of_doom	0		0		wh_main_hero	1	80	4625	plate_115	none		10	0	hammer_S4_A4_ap_char	44	61	36	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_cantRun_encourage_unbreakable	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	large	10.0	0	0	32	0	0	16	melee_mage_highvalue	false	false	false	true
wh_dlc06_dwf_cha_runesmith_ghost_0	inf_melee	com	wh_dlc06_unit_short_text_dwf_runesmith_ghost_01	wh_main_unit_long_text_dwf_ancestor_throni_ironbrow	2100	wh_dlc06_dwf_cha_dwarf_hero_ethereal	hu3_dwarf_hammer	0		0		wh_main_hero	1	74	2075	plate_40	none		10	0	hammer_S4_A2_mag_ap_char	42	28	32	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh2_dlc14_encourage_fear_terror_hideforest_strider_undead	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	ethereal	10.0	0	0	24	80	16	0	melee_mage_highvalue	false	false	false	true
wh_dlc06_dwf_cha_thane_ghost_0	inf_melee	com	wh_dlc06_unit_short_text_dwf_thane_ghost_01	wh_main_unit_long_text_dwf_ancestor_lunn_ironhammer	2100	wh_dlc06_dwf_cha_dwarf_hero_ethereal	hu3_dwarf_axe_and_shield_thane	0		0		wh_main_hero	1	80	2375	plate_50	wh_missile_block_35_wood		10	0	axe_S4_A3_mag_char	50	29	48	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh2_dlc14_encourage_fear_terror_hideforest_strider_undead	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	ethereal	10.0	0	0	16	80	16	0	melee_highvalue	false	false	false	true
wh_dlc06_dwf_cha_thane_ghost_1	inf_melee	com	wh_dlc06_unit_short_text_dwf_thane_ghost_02	wh_main_unit_long_text_dwf_ancestor_halkenhaf_stonebeard	2100	wh_dlc06_dwf_cha_dwarf_hero_ethereal	hu3_dwarf_axe_and_shield_thane	0		0		wh_main_hero	1	80	2375	plate_50	wh_missile_block_60_wood		10	0	axe_S4_A3_mag_char	50	29	48	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh2_dlc14_encourage_fear_terror_hideforest_strider_undead	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	ethereal	10.0	0	0	16	80	16	0	melee_highvalue	false	false	false	true
wh_dlc06_dwf_inf_bugmans_rangers_0	inf_ranged	inf_mis	wh_dlc06_unit_short_text_dwf_rangers_bugmans	wh_main_unit_long_text_dwf_rangers	2100	wh_main_dwf_inf_dwarfs_rangers_blood_dismembers	hu3_dwarf_axe_shield_and_crossbow	0		0		wh_main_dwf_infantry_standard	4	74	65	mail_60	wh_missile_block_35_wood	Crossbow_STR4_BS4_slow	10	20	axe_S4_A1	34	28	40	33	20	placeholder	false	trained	0	seb_whii_dwf_foot_officer_ranger			true	40.0	1500.0	0.0	wh_guerrilla_hideForest_immPsy	60	80	0	false	vo_sel_missile	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	0	16	0	0	0	ranged_stalkers_no_skirmish	true	false	false	true
wh_dlc06_dwf_inf_rangers_0	inf_ranged	inf_mis	wh_dlc06_unit_short_text_dwf_rangers	wh_main_unit_long_text_dwf_rangers	2100	wh_main_dwf_inf_dwarfs_rangers_blood_dismembers	hu3_dwarf_axe_shield_and_crossbow	0		0		wh_main_dwf_infantry_standard	4	74	65	mail_60	wh_missile_block_35_wood	Crossbow_STR4_BS3_slow	10	18	axe_S3_A1	28	23	36	33	20	placeholder	false	trained	0	seb_whii_dwf_foot_officer_ranger			true	40.0	1500.0	0.0	wh_guerrilla_hideForest	60	80	0	false	vo_sel_missile	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	0	16	0	0	0	ranged_stalkers_no_skirmish	true	false	false	true
wh_dlc06_dwf_inf_rangers_1	inf_ranged	inf_mis	wh_dlc06_unit_short_text_dwf_rangers_great_weapons	wh_main_unit_long_text_dwf_rangers	2100	wh_main_dwf_inf_dwarfs_rangers_blood_dismembers	hu3_dwarf_2handed_axe_and_throwing_axes	0		0		wh_main_dwf_infantry_standard	4	74	65	mail_70	none	Throwing_axe_STR4_BS3	10	8	axe_S5_A1	31	33	25	33	20	placeholder	false	trained	0	seb_whii_dwf_foot_officer_ranger			true	40.0	1500.0	0.0	wh_guerrilla_hideForest	60	80	0	false	vo_sel_missile	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	0	16	0	0	0	ranged_stalkers_no_skirmish	true	false	false	true
wh_main_dwf_cha_lord_0	inf_melee	com	wh_main_unit_short_text_dwf_lord	wh_main_unit_long_text_dwf_thane_lord	2100	wh_main_dwf_cha_dwarf_hero_blood_dismembers	hu3_dwarf_axe_and_shield_thane	0		0		wh_main_hero	1	80	3125	plate_115	wh_missile_block_35_wood		10	0	axe_S4_A4_char	58	30	54	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_chargeReflector_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	0	16	0	16	0	melee_highvalue	false	false	false	true
wh_main_dwf_cha_master_engineer_0	inf_ranged	com	wh_main_unit_short_text_dwf_master_engineer	wh_main_unit_long_text_dwf_master_engineer	2100	wh_main_dwf_cha_dwarf_hero_blood_dismembers	hu3_dwarf_2handed_hammer_and_rifle	0		0		wh_main_hero	1	74	2075	mail_90	none	Rifle_STR4_BS4_char	10	45	hammer_S6_A2_char	39	38	25	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	0	16	0	16	0	ranged_direct_highvalue	true	false	false	true
wh_main_dwf_cha_rune_smith_0	inf_melee	com	wh_main_unit_short_text_dwf_rune_smith	wh_main_unit_long_text_dwf_runesmith	2100	wh_main_dwf_cha_dwarf_hero_blood_dismembers	hu3_dwarf_hammer	0		0		wh_main_hero	1	74	2075	plate_90	none		10	0	hammer_S4_A2_ap_char	42	28	32	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	0	24	0	16	0	melee_mage_highvalue	false	false	false	true
wh_main_dwf_cha_thane	inf_melee	com	wh_main_unit_short_text_dwf_thane	wh_main_unit_long_text_dwf_thane_lord	2100	wh_main_dwf_cha_dwarf_hero_blood_dismembers	hu3_dwarf_axe_and_shield_thane	0		0		wh_main_hero	1	80	2375	plate_115	wh_missile_block_35_wood		10	0	axe_S4_A3_char	50	29	48	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	0	16	0	16	0	melee_highvalue	false	false	false	true
wh_main_dwf_inf_dwarf_warrior_0	inf_melee	inf_mel	wh_main_unit_short_text_dwf_dwarf_warriors	wh_main_unit_long_text_dwf_dwarf_warriors	2100	wh_main_dwf_inf_dwarfs_blood_dismembers	hu3_dwarf_axe_and_shield	0		0		wh_main_dwf_infantry_standard_shield	8	74	65	mail_70	wh_missile_block_35_wood		10	0	axe_S3_A1	28	23	36	33	20	placeholder	false	trained	0	seb_whii_dwf_foot_officer_infantry			true	40.0	1500.0	0.0	wh_chargeReflectorVsL_hideForest	60	80	0	false	vo_sel_dwarf_warriors	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	0	16	0	0	0	melee	false	false	false	true
wh_main_dwf_inf_dwarf_warrior_1	inf_melee	inf_mel	wh_main_unit_short_text_dwf_dwarf_warriors	wh_main_unit_long_text_dwf_dwarf_warriors	2100	wh_main_dwf_inf_dwarfs_blood_dismembers	hu3_dwarf_2handed_axe	0		0		wh_main_dwf_infantry_standard	8	74	65	mail_70	none		10	0	axe_S5_A1	31	33	25	33	20	placeholder	false	trained	0	seb_whii_dwf_foot_officer_infantry			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_dwarf_warriors	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	0	16	0	0	0	melee	false	false	false	true
wh_main_dwf_inf_hammerers	inf_melee	inf_mel	wh_main_unit_short_text_dwf_hammerers	wh_main_unit_long_text_dwf_hammerers	2100	wh_main_dwf_inf_dwarfs_hammerers_blood_dismembers	hu3_dwarf_2handed_hammer	0		0		wh_main_dwf_infantry_elite_hammerer	6	74	65	plate_80	none		10	0	hammer_S6_A2	45	38	29	33	20	placeholder	false	trained	0	seb_whii_dwf_foot_officer_infantry			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_hammerers	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	0	16	0	0	0	melee	false	false	false	true
wh_main_dwf_inf_ironbreakers	inf_melee	inf_mel	wh_main_unit_short_text_dwf_ironbreakers	wh_main_unit_long_text_dwf_ironbreakers	2100	wh_main_dwf_inf_dwarfs_heavy_blood_dismembers	hu3_dwarf_axe_shield_and_blasting_charges	0		0		wh_main_dwf_infantry_elite	6	80	65	plate_105	wh_missile_block_35_metal		10	0	axe_S4_A1	34	28	44	33	20	placeholder	false	trained	0	seb_whii_dwf_foot_officer_infantry			true	40.0	1500.0	0.0	wh_chargeReflector_hideForest	60	80	0	false	vo_sel_ironbreakers	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	0	16	0	0	0	melee	false	false	false	true
wh_main_dwf_inf_irondrakes_0	inf_ranged	inf_mis	wh_main_unit_short_text_dwf_irondrakes	wh_main_unit_long_text_dwf_irondrakes	2100	wh_main_dwf_inf_dwarfs_irondrake_blood_dismembers	hu3_dwarf_drakegun	0		0		wh_main_dwf_infantry_loose	2	80	65	plate_105	none	Drakegun_STR5_BS3_fire	10	25	axe_S4_A1	34	28	32	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_irondrakes	vo_sel_ranged	vo_sel_generic	1.0	small	10.0	0	80	16	0	0	8	ranged_direct_no_skirmish	true	false	false	true
wh_main_dwf_inf_irondrakes_2	inf_ranged	inf_mis	wh_main_unit_short_text_dwf_irondrakes_torpedos	wh_main_unit_long_text_dwf_irondrakes	2100	wh_main_dwf_inf_dwarfs_irondrake_blood_dismembers	hu3_dwarf_trollhammer	0		0		wh_main_dwf_infantry_loose	2	80	65	plate_105	none	Trollhammer_STR8_BS4_fire	10	18	axe_S4_A1	34	28	32	33	20	placeholder	false	trained	0	CTT_irondrakes_trollhammer			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_irondrakes	vo_sel_ranged	vo_sel_generic	1.0	small	10.0	0	80	16	0	0	8	ranged_direct_no_skirmish	true	false	false	true
wh_main_dwf_inf_longbeards	inf_melee	inf_mel	wh_main_unit_short_text_dwf_longbeards_0	wh_main_unit_long_text_dwf_longbeards	2100	wh_main_dwf_inf_dwarfs_longbeards_blood_dismembers	hu3_dwarf_axe_and_shield	0		0		wh_main_dwf_infantry_standard_shield	7	74	65	plate_80	wh_missile_block_35_wood		10	0	axe_S4_A1	34	28	40	33	20	placeholder	false	trained	0	seb_whii_dwf_foot_officer_infantry			true	40.0	1500.0	0.0	wh_chargeReflectorVsL_encourage_hideForest_immuneToPsych	60	80	0	false	vo_sel_longbeards	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	0	16	0	0	0	melee	false	false	false	true
wh_main_dwf_inf_longbeards_1	inf_melee	inf_mel	wh_main_unit_short_text_dwf_longbeards_1	wh_main_unit_long_text_dwf_longbeards	2100	wh_main_dwf_inf_dwarfs_longbeards_blood_dismembers	hu3_dwarf_2handed_axe	0		0		wh_main_dwf_infantry_elite	7	74	65	plate_80	none		10	0	axe_S6_A1	37	38	29	33	20	placeholder	false	trained	0	seb_whii_dwf_foot_officer_infantry			true	40.0	1500.0	0.0	wh_encourage_hideForest_immuneToPsych	60	80	0	false	vo_sel_longbeards	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	0	16	0	0	0	melee	false	false	false	true
wh_main_dwf_inf_miners_0	inf_melee	inf_mel	wh_main_unit_short_text_dwf_miners	wh_main_unit_long_text_dwf_miners	2100	wh_main_dwf_inf_dwarfs_blood_dismembers	hu3_dwarf_2handed_axe	0		0		wh_main_dwf_infantry_standard	7	74	65	mail_70	none		10	0	axe_S5_A1	31	33	25	33	20	placeholder	false	trained	0	seb_whii_dwf_foot_officer_miner			true	40.0	1500.0	0.0	wh_guerrilla_hideForest	60	80	0	false	vo_sel_miners	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	0	16	0	0	0	melee	false	false	false	true
wh_main_dwf_inf_miners_1	inf_melee	inf_mel	wh_main_unit_short_text_dwf_miners_charges	wh_main_unit_long_text_dwf_miners	2100	wh_main_dwf_inf_dwarfs_blood_dismembers	hu3_dwarf_2handed_axe_blasting_charges	0		0		wh_main_dwf_infantry_standard	7	74	65	mail_70	none	Bomb_STR4_BS3_ap_fire	10	1	axe_S5_A1	31	33	25	33	20	placeholder	false	trained	0	seb_whii_dwf_foot_officer_miner			true	40.0	1500.0	0.0	wh_guerrilla_hideForest	60	80	0	false	vo_sel_miners	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	0	16	0	0	0	melee_gatecrusher	false	false	false	true
wh_main_dwf_inf_quarrellers_0	inf_ranged	inf_mis	wh_main_unit_short_text_dwf_quarrellers	wh_main_unit_long_text_dwf_quarrellers	2100	wh_main_dwf_inf_dwarfs_blood_dismembers	hu3_dwarf_axe_shield_and_crossbow	0		0		wh_main_dwf_infantry_standard	4	68	65	mail_60	wh_missile_block_35_wood	Crossbow_STR4_BS3_slow	10	22	axe_S3_A1	21	23	27	33	20	placeholder	false	trained	0	seb_whii_dwf_foot_officer_missile			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_quarrellers	vo_sel_ranged	vo_sel_generic	1.0	small	10.0	0	0	16	0	0	0	ranged_no_skirmish	true	false	false	true
wh_main_dwf_inf_quarrellers_1	inf_ranged	inf_mis	wh_main_unit_short_text_dwf_quarrellers	wh_main_unit_long_text_dwf_quarrellers	2100	wh_main_dwf_inf_dwarfs_blood_dismembers	hu3_dwarf_2handed_axe_and_crossbow	0		0		wh_main_dwf_infantry_standard	4	68	65	mail_60	none	Crossbow_STR4_BS3_slow	10	22	axe_S5_A1	23	33	19	33	20	placeholder	false	trained	0	seb_whii_dwf_foot_officer_missile			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_quarrellers	vo_sel_ranged	vo_sel_generic	1.0	small	10.0	0	0	16	0	0	0	ranged_no_skirmish	true	false	false	true
wh_main_dwf_inf_slayers	inf_melee	inf_mel	wh_main_unit_short_text_dwf_slayers	wh_main_unit_long_text_dwf_slayers	2100	wh_main_dwf_inf_slayers_blood_dismembers	hu3_dwarf_dual_axe_slayer	0		0		wh_main_dwf_infantry_slayers	7	80	65	body_15	none		10	0	axe_S3_A1.5_slayer	36	23	28	33	20	placeholder	false	trained	0	seb_whii_dwf_foot_officer_slayer			true	40.0	1500.0	0.0	wh_hideForest_unbreakable	60	80	0	false	vo_sel_slayers	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	0	16	0	0	0	melee	false	false	false	true
wh_main_dwf_inf_thunderers_0	inf_ranged	inf_mis	wh_main_unit_short_text_dwf_thunderers	wh_main_unit_long_text_dwf_thunderers	2100	wh_main_dwf_inf_dwarfs_blood_dismembers	hu3_dwarf_axe_shield_rifle	0		0		wh_main_dwf_infantry_standard	3	68	65	mail_60	wh_missile_block_35_wood	Rifle_STR4_BS3_slow	10	22	axe_S3_A1	21	23	27	33	20	placeholder	false	trained	0	seb_whii_dwf_foot_officer_missile			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_thunderers	vo_sel_ranged	vo_sel_generic	1.0	small	10.0	0	0	16	0	0	0	ranged_direct_no_skirmish	true	false	false	true
wh_main_dwf_veh_gyrobomber	inf_ranged	inf_mis	wh_main_unit_short_text_dwf_gyrobombers	wh_main_unit_long_text_dwf_gyrobombers	2100	wh_main_dwf_flying_gyrobomber	wm_gyrobomber01	0		0		wh_main_war_machines	1	74	2625	plate_90	none	Gyro_STR4_BS2_clatter_manual	10	200	unarmed_S4_A2	36	28	30	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_mountedFireMove	60	80	0	false	vo_sel_gyrobomber	vo_sel_flying	vo_sel_flying_short	1.0	large	0.0	0	0	16	0	0	0	gyrocopter	true	false	false	false
wh_main_dwf_veh_gyrocopter_0	inf_ranged	inf_mis	wh_main_unit_short_text_dwf_gyrocopter_0	wh_main_unit_long_text_dwf_gyrocopter	2100	wh_main_dwf_flying_gyrocopter	wm_gyrocopter01	0		0		wh_main_war_machines	1	74	2625	plate_90	none	Gyro_STR3_BS3_steam_manual	10	22	unarmed_S4_A2	36	28	30	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_guerrilla_mountedFireMove	60	80	0	false	vo_sel_gyrocopter	vo_sel_flying	vo_sel_flying_short	1.0	large	0.0	0	0	16	0	0	0	gyrocopter	true	false	false	false
wh_main_dwf_veh_gyrocopter_1	inf_ranged	inf_mis	wh_main_unit_short_text_dwf_gyrocopter_1	wh_main_unit_long_text_dwf_gyrocopter	2100	wh_main_dwf_flying_gyrocopter	wm_gyrocopter01	0		0		wh_main_war_machines	1	74	2625	plate_90	none	Gyro_STR5_BS2_brimstone_fire_manual	10	22	unarmed_S4_A2	36	28	30	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_guerrilla_mountedFireMove	60	80	0	false	vo_sel_gyrocopter	vo_sel_flying	vo_sel_flying_short	1.0	large	0.0	0	0	16	0	0	0	gyrocopter	true	false	false	false
wh_dlc06_dwf_cha_belegar_ironhammer_0	inf_melee	com	wh_dlc06_unit_short_text_dwf_belegar_ironhammer	wh_main_unit_long_text_dwf_belegar_ironhammer	2100	wh_main_dwf_cha_dwarf_hero_lgn_blood	hu3_belegar_axe_and_shield	0		0		wh_main_hero	1	80	3125	plate_115	wh_missile_block_55_metal		10	0	hammer_S4_A4_mag_char	64	30	58	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_chargeReflector_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	0	16	0	16	0	melee_highvalue	false	false	false	true
wh_main_dwf_cha_high_king_thorgrim_grudgebearer_1	inf_melee	com	wh_main_unit_short_text_dwf_thorgrim	wh_main_unit_long_text_dwf_thorgrim_grudgebearer	2100	wh_main_dwf_veh_dwarf_throne_blood	th1_dwarf_throneofpower	0		0		wh_main_hero	1	80	6125	plate_135	none		10	0	axe_S4_A6_mag_char	58	42	46	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_encourage	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	large	10.0	0	0	16	0	0	24	melee_highvalue	false	false	false	true
wh_main_dwf_cha_ungrim_ironfist	inf_melee	com	wh_main_unit_short_text_dwf_ungrim	wh_main_unit_long_text_dwf_ungrim_ironfist	2100	wh_main_dwf_cha_dwarf_hero_lgn_blood	hu3_dwarf_2handed_axe_ungrim	0		0		wh_main_hero	1	80	3575	mail_125	none		10	0	axe_S6_A4_mag_ungrim_char	75	41	55	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_chargeReflectorVsL_encourage_hideForest_unbreakable	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	40	16	0	16	8	melee_highvalue	false	false	false	true
wh_pro01_dwf_cha_grombrindal_0	inf_melee	com	wh_pro01_unit_short_text_dwf_grombrindal	wh_pro01_unit_long_text_dwf_grombrindal	2100	wh_main_dwf_cha_dwarf_hero_lgn_blood	hu3_dwarf_2handed_axe_ungrim	0		0		wh_main_hero	1	80	3875	mail_125	none		10	0	axe_S6_A4_mag_char	61	40	43	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_chargeReflector_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	small	10.0	0	0	24	0	16	0	melee_highvalue	false	false	false	true
wh_dlc06_dwf_art_bolt_thrower_0	artillery	art_fld	wh_dlc06_unit_short_text_dwf_bolt_thrower	wh_main_unit_long_text_dwf_bolt_thrower	2100	wh_main_dwf_inf_dwarfs_crew_blood_dismembers	hu3_dwarf_hammer	0		0		wh_main_artillery	5	68	65	plate_60	none		10	22	axe_S3_A1	21	23	21	10	2	placeholder	true	trained	4	seb_whii_dwf_foot_officer_engineer	wh_dlc06_dwf_art_bolt_thrower		true	40.0	1500.0	0.0	wh2_cantRun_hideForest	60	80	0	false	vo_sel_artillery	vo_sel_artillery	vo_sel_generic	1.0	small	10.0	0	0	16	0	0	0	ranged_direct	false	false	false	false
wh_main_dwf_art_cannon	artillery	art_fld	wh_main_unit_short_text_dwf_cannon	wh_main_unit_long_text_dwf_cannon	2100	wh_main_dwf_inf_dwarfs_crew_blood_dismembers	hu3_dwarf_hammer	0		0		wh_main_artillery	3	68	65	plate_60	none		10	22	axe_S3_A1	21	23	21	10	2	placeholder	true	trained	4	seb_whii_dwf_foot_officer_engineer	wh_main_dwf_art_cannon		true	40.0	1500.0	0.0	wh_cantRun	60	80	0	false	vo_sel_cannon	vo_sel_artillery	vo_sel_generic	1.0	small	10.0	0	0	16	0	0	0	ranged_direct	false	false	false	false
wh_main_dwf_art_flame_cannon	artillery	art_fld	wh_main_unit_short_text_dwf_flame_cannon	wh_main_unit_long_text_dwf_flame_cannon	2100	wh_main_dwf_inf_dwarfs_crew_blood_dismembers	hu3_dwarf_hammer	0		0		wh_main_artillery	3	68	65	plate_60	none		10	25	axe_S3_A1	21	23	21	10	2	placeholder	true	trained	4	seb_whii_dwf_foot_officer_engineer	wh_main_dwf_art_flame_cannon		true	40.0	1500.0	0.0	wh_cantRun	60	80	0	false	vo_sel_flame_cannon	vo_sel_artillery	vo_sel_generic	1.0	small	10.0	0	0	16	0	0	0	ranged_direct	false	false	false	false
wh_main_dwf_art_grudge_thrower	artillery	art_fld	wh_main_unit_short_text_dwf_grudge_thrower	wh_main_unit_long_text_dwf_grudge_thrower	2100	wh_main_dwf_inf_dwarfs_crew_blood_dismembers	hu3_dwarf_hammer	0		0		wh_main_artillery	3	68	65	plate_60	none		10	22	axe_S3_A1	21	23	21	10	2	placeholder	true	trained	4	seb_whii_dwf_foot_officer_engineer	wh_main_dwf_art_grudge_thrower		true	40.0	1500.0	0.0	wh_cantRun	60	80	0	false	vo_sel_grudge_thrower	vo_sel_artillery	vo_sel_generic	1.0	small	10.0	0	0	16	0	0	0	ranged_indirect_arty	false	false	false	false
wh_main_dwf_art_organ_gun	artillery	art_fld	wh_main_unit_short_text_dwf_organ_gun	wh_main_unit_long_text_dwf_organ_gun	2100	wh_main_dwf_inf_dwarfs_crew_blood_dismembers	hu3_dwarf_hammer	0		0		wh_main_artillery	3	68	65	plate_60	none		10	96	axe_S3_A1	21	23	21	10	2	placeholder	true	trained	4	seb_whii_dwf_foot_officer_engineer	wh_main_dwf_art_organ_gun		true	40.0	1500.0	0.0	wh_cantRun	60	80	0	false	vo_sel_organ_gun	vo_sel_artillery	vo_sel_generic	1.0	small	10.0	0	0	16	0	0	0	ranged_direct	false	false	false	false
wh2_dlc10_dwf_inf_giant_slayers	inf_melee	inf_mel	wh2_dlc10_unt_short_text_dwf_inf_giant_slayers_0	wh2_dlc10_unit_long_text_dwf_inf_giant_slayers_0	2100	wh_main_dwf_inf_slayers_blood_dismembers	hu3_dwarf_2handed_axe_ungrim	0		0		wh_main_dwf_infantry_slayers	7	80	65	body_15	none		10	0	axe_S6_A2_slayer	47	39	31	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh_fear_hideForest_unbreakable	60	80	0	false	vo_sel_slayers	vo_sel_generic	vo_sel_generic_short	1.0	small	10.0	0	0	16	0	0	0	melee	false	false	false	true
wh2_dlc10_dwf_cha_thane_ghost_summoned_0	inf_melee	com	wh2_dlc10_unit_short_text_dwf_ancestor_ghost	wh2_dlc10_unit_long_text_dwf_ancestor_ghost_summoned	2100	wh_dlc06_dwf_cha_dwarf_hero_ethereal	hu3_dwarf_axe_and_shield_thane	0		0		wh_main_hero	1	80	2375	plate_40	wh_missile_block_60_wood		10	0	axe_S4_A3_mag_char	50	29	48	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh2_dlc14_encourage_fear_terror_hideforest_strider_undead	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	ethereal	10.0	0	0	16	80	16	0	melee_highvalue	false	false	false	true
wh2_dlc17_dwf_cha_thane_ghost_2	inf_melee	com	wh_dlc17_unit_short_text_dwf_thane_ghost_03	wh2_dlc10_unit_long_text_dwf_ancestor_ghost_hans_valhirsson	2100	wh_dlc06_dwf_cha_dwarf_hero_ethereal	hu3_dwarf_2handed_axe_ungrim	0		0		wh_main_hero	1	80	2375	plate_50	none		10	0	axe_S6_A3_mag_char	53	39	37	33	20	placeholder	false	trained	0	A_blank_record			true	40.0	1500.0	0.0	wh2_dlc14_encourage_fear_terror_hideforest_strider_undead	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	ethereal	10.0	0	0	16	80	16	0	melee_highvalue	false	false	false	true
